CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
26.132.504/0001-59;2017-03-31;1;Edifício Metro Office II;Rua Butantã, nº 194, Pinheiros - São Paulo;2017-02-23;1322.906;4;Imóvel correspondente as futuras unidades nº 31, 32,33 e 34 localizadas no 3º andar do imóvel, sendo que as unidades 32 e 33 farão jus ao uso de 6 vagas de garagem cada e as unidades 31 e 34 farão jus ao uso de 5 vagas de garagem cada.;0.638338159;0.821279439
26.132.504/0001-59;2017-09-30;1;Condomínio San Gustavo;Rua Marie Nade Calfat, nº 249, Jardim Ampliação - São Paulo, SP;2017-08-14;2301.5;18;Foi desfeita a compra;0.4251;0.3185
26.395.660/0001-02;2017-03-31;1;Unidade 72;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;;46.16;1;Predio Residencial;;
26.395.660/0001-02;2017-03-31;1;Unidade 83;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;;64.87;1;Predio Residencial;;
26.395.660/0001-02;2017-03-31;1;Unidade  267;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;;63.81;1;Predio Residencial;;
26.395.660/0001-02;2017-12-29;2;ART-102;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;2017-12-29;46.16;1;Helbor Paulista Art;0.00429;0.001686
26.395.660/0001-02;2017-12-29;2;ART-116;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;2017-12-29;64.03;1;Helbor Paulista Art;0.0062;0.002437
26.395.660/0001-02;2017-12-29;2;ART-211;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;2017-12-13;100.45;1;Helbor Paulista Art;0.006746;0.002652
26.395.660/0001-02;2017-12-29;2;ART-241;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;2017-12-13;46.84;1;Helbor Paulista Art;0.004862;0.001911
28.152.272/0001-26;2017-12-31;3;Não aplicável;Não aplicável;1899-12-31;0;1;Não aplicável;0;0
