CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Imovel,Endereco,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Categoria,CNPJ_Fundo
24.796.967/0001-90,2021-03-31,1,2916271,Rua General Góis Monteiro 8 - 102,94.0,1.0,Sinal Compra Apartamento residencial pronto para venda,0.000237210551036,Venda,
24.796.967/0001-90,2021-03-31,1,294969,Avenida Moreira Guimarães 450 - 26,62.0,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0001114603794024,Venda,
24.796.967/0001-90,2021-03-31,1,295804,Alameda dos Anapurus 1215 - 41,87.31,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0002379250406476,Venda,
24.796.967/0001-90,2021-03-31,1,2986558,Rua Lopes Quintas 120 - 201,74.0,1.0,Sinal Compra Apartamento residencial pronto para venda,6.94483902430946e-05,Venda,
24.796.967/0001-90,2021-03-31,1,2991451,Rua Bambina 17 - 605,77.0,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0004001141824705,Venda,
24.796.967/0001-90,2021-03-31,1,3014702,Rua das Palmeiras 28 - 402,149.0,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0005904542149886,Venda,
24.796.967/0001-90,2021-03-31,1,3031279,Rua Guilhermina Guinle 59 - 302,100.0,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0006001712737057,Venda,
24.796.967/0001-90,2021-03-31,1,3035416,Rua Domingos Ferreira 187 - 205,50.0,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0002972276784066,Venda,
24.796.967/0001-90,2021-03-31,1,311150,Rua Sansão Alves dos Santos 243 - 202,50.44,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0003715345980083,Venda,
24.796.967/0001-90,2021-03-31,1,311315,Rua Sansão Alves dos Santos 243 - 1607,53.92,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0004458415176099,Venda,
24.796.967/0001-90,2021-03-31,1,3173274,Rua Visconde da Silva 63 - 502,110.0,1.0,Sinal Compra Apartamento residencial pronto para venda,0.0006718099747224,Venda,
