CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais,CNPJ_Fundo
,2020-06-30,1,Senado,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-06-30,1,CEO Corporate Executive Offices,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-06-30,1,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-06-30,1,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-06-30,1,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-06-30,1,Edifício Burity,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Morumbi Corporate Towers,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Sucupira,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Senado,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,CEO Corporate Executive Offices,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-09-30,1,Edifício Burity,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,Sucupira,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,Senado,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,CEO Corporate Executive Offices,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-12-31,2,Edifício Burity,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,Não se aplica.,Não se aplica.,09.006.914/0001-34
,2020-06-30,1,Não se aplica.,Não se aplica.,09.006.914/0001-34
,2020-09-30,1,Não se aplica.,Não se aplica.,09.006.914/0001-34
,2020-12-31,1,Não se aplica.,Não se aplica.,09.006.914/0001-34
,2020-03-31,1,-,-,09.072.017/0001-29
,2020-06-30,1,-,-,09.072.017/0001-29
,2020-09-30,1,-,-,09.072.017/0001-29
,2020-12-31,1,-,-,09.072.017/0001-29
,2020-03-31,1,,,09.150.967/0001-24
,2020-06-30,1,na,na,09.150.967/0001-24
,2020-09-30,1,na,na,09.150.967/0001-24
,2020-06-30,1,Edifício Commercial Brascan Century Plaza,Não possui características que destoem dos demais.,09.276.964/0001-31
,2020-09-30,1,Edifício Commercial Brascan Century Plaza,Não possui características que destoem dos demais.,09.276.964/0001-31
,2020-12-31,1,Edifício Commercial Brascan Century Plaza,Não possui características que destoem dos demais.,09.276.964/0001-31
,2020-03-31,1,-,-,09.326.861/0001-39
,2020-06-30,2,-,-,09.326.861/0001-39
,2020-09-30,1,-,-,09.326.861/0001-39
,2020-12-31,1,-,-,09.326.861/0001-39
,2020-03-31,1,Indianópolis,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-03-31,1,Muniz Barreto,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-03-31,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-03-31,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-06-30,1,Indianópolis,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-06-30,1,Muniz Barreto,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-06-30,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-06-30,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-09-30,1,Indianópolis,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-09-30,1,Muniz Barreto,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-09-30,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-09-30,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-12-31,1,Indianópolis,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-12-31,1,Muniz Barreto,Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-12-31,1,"Marquês de Olinda, 51",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-12-31,1,"Marquês de Olinda, 70",Demais cláusulas são confidenciais.,09.350.920/0001-04
,2020-03-31,2,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.,10.347.505/0001-80
,2020-06-30,1,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.,10.347.505/0001-80
,2020-09-30,1,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.,10.347.505/0001-80
,2020-12-31,2,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.,10.347.505/0001-80
,2020-03-31,1,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.,10.347.985/0001-80
,2020-06-30,1,Cidade Jardim Continental Tower,Os itens citados tem as mesmas características em todos os contratos.,10.347.985/0001-80
,2020-09-30,1,-,-,10.347.985/0001-80
,2020-12-31,1,-,-,10.347.985/0001-80
,2020-03-31,1,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais,10.375.382/0001-91
,2020-06-30,2,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais,10.375.382/0001-91
,2020-09-30,1,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais,10.375.382/0001-91
,2020-12-31,1,Florianópolis Shopping Center,Não possui caracteristicas que destoem dos demais,10.375.382/0001-91
,2020-03-31,1,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais,10.427.246/0001-06
,2020-06-30,2,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais,10.427.246/0001-06
,2020-09-30,1,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais,10.427.246/0001-06
,2020-12-31,2,Brazilian Financial Center,Não possui caracteristicas que destoem dos demais,10.427.246/0001-06
,2020-03-31,1,Nada,Nada,10.456.799/0001-89
,2020-06-30,1,Nada,Nada,10.456.799/0001-89
,2020-09-30,1,Nada,Nada,10.456.799/0001-89
,2020-12-31,1,Nada,Nada,10.456.799/0001-89
,2020-03-31,1,ED. MINNEAPOLIS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-03-31,1,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-03-31,1,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-03-31,1,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-03-31,1,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-03-31,1,ED. ATRIUM IX,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-06-30,1,ED. MINNEAPOLIS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-06-30,1,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-06-30,1,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-06-30,1,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-06-30,1,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-06-30,1,ED. ATRIUM IX,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-09-30,1,ED. MINNEAPOLIS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-09-30,1,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-09-30,1,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-09-30,1,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-09-30,1,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-09-30,1,ED. ATRIUM IX,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-12-31,1,ED. MINNEAPOLIS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-12-31,1,ED. TORRE SUL,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-12-31,1,ED. PEDRA GRANDE,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-12-31,1,ED. NAÇÕES UNIDAS,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-12-31,1,ED. PLATINUM,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-12-31,1,ED. ATRIUM IX,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",10.456.810/0001-00
,2020-03-31,2,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  ,10.522.648/0001-81
,2020-03-31,2,ANM Retrofit,"Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada.",10.522.648/0001-81
,2020-06-30,2,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  ,10.522.648/0001-81
,2020-06-30,2,ANM Retrofit,"Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada.",10.522.648/0001-81
,2020-09-30,2,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  ,10.522.648/0001-81
,2020-09-30,2,ANM Retrofit,"Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada.",10.522.648/0001-81
,2020-12-31,1,Bay View,Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.  ,10.522.648/0001-81
